n/a;code;type;class;specific;#set;tier;drop1;drop2;eol;hidden;rarity;#sortC;#sortG;#tvfr;#tvto;#bv1fr;#bv1to;#bv2fr;#bv2to;#bv3fr;#bv3to;#tvsum;#tvdiff;#check;a1;val;#steps;#calc;a2;val;#steps;#calc;a3;val;#steps;#calc;a4;val;#steps;#calc;a5;val;#steps;#calc;a6;val;#steps;#calc;a7;val;#steps;#calc;a8;val;#steps;#calc;a9;val;#steps;#calc;a10;val;#steps;#calc;a11;val;#steps;#calc;eol;base_subtypes;#dif;#est;#est;#dps;#dmgr;mind;maxd;#avgd;at;#at%;are;tgt;rng;#rng%;vlc;kbk;pnc;bnc;cnt;ang;pts;eol;invart;invvariant;envart;envvariant;picksfx;dropsfx;eol
;TheFreeSpirit;amul;none;;none;1;;;0;FALSE;myth;ramunon15m;r1amunon5m;50;50;0;0;0;0;28;35;64;11;0;;;;;;;;;;;;;;;;;ms%;64;8;8%;;;;;;;;;;;;;;;;;;;;;;;;;0;Amul_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Amul_Basic_02_Spr;default;Items/ItemsEnv/Amul_01_Spr;default;Item_Amulet_Pick;Item_Amulet_Drop;0
;TheNecromancersAmulet;amul;none;;none;1;;;0;FALSE;myth;ramunon15m;r1amunon5m;50;50;0;0;0;0;28;35;65;12;0;TheNecromancersAmulet;65;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Amul_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Amul_Basic_04_Spr;default;Items/ItemsEnv/Amul_01_Spr;default;Item_Amulet_Pick;Item_Amulet_Drop;0
;MetalGreaves;feet;heavy;;none;1;;;0;FALSE;epic;rfeehea14e;r1feehea4e;31;42;5;6;0;0;14;24;36;-10;0;;;;;a;6;6;6;;;;;ms;10;10;10;msrarm;20;1;;;;;;;;;;;;;;;;;;;;;;;;;;0;Feet_Plate_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Feet_Plate_02_Spr;default;Items/ItemsEnv/Feet_Heavy_01_Spr;default;Item_Greaves_Pick;Item_Greaves_Drop;0
;LeprechaunBoots;feet;medium;;none;1;;;0;FALSE;myth;rfeemed15m;r1feemed5m;64;64;7;7;0;0;24;30;68;1;0;;;;;a;4;4;4;;;;;;;;;lck%;64;64;20%;;;;;;;;;;;;;;;;;;;;;;;;;0;Feet_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Feet_Leather_01_Spr;default;Items/ItemsEnv/Feet_Medium_01_Spr;default;Item_Boots_Pick;Item_Boots_Drop;0
;FastWalkerBoots;feet;none;;none;1;;;0;FALSE;rare;rfeenon13r;r1feenon3r;18;27;4;6;0;0;9;18;46;15;0;;;;;a;1;1;1;;;;;ms;45;45;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Feet_Cloth_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Feet_Cloth_03_Spr;default;Items/ItemsEnv/Feet_Light_01_Spr;default;Item_Boots_Pick;Item_Boots_Drop;0
;GenericSocks;feet;none;;none;1;;;0;FALSE;rare;rfeenon13r;r1feenon3r;18;27;4;6;0;0;9;18;43;12;0;;;;;;;;;;;;;ms;18;18;18;lck%;25;25;10%;;;;;;;;;;;;;;;;;;;;;;;;;0;Feet_Cloth_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/GenericSocks_Spr;default;Items/ItemsEnv/Feet_Light_01_Spr;default;Item_Armor_Cloth_Pick;Item_Armor_Cloth_Drop;0
;SoftSlippers;feet;none;;none;1;;;0;FALSE;rare;rfeenon13r;r1feenon3r;18;27;4;6;0;0;9;18;20;-11;0;;;;;;;;;;;;;;;;;hr;20;2;0.2;;;;;;;;;;;;;;;;;;;;;;;;;0;Feet_Cloth_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/SoftSlippers_Spr;default;Items/ItemsEnv/Feet_Light_01_Spr;default;Item_Armor_Cloth_Pick;Item_Armor_Cloth_Drop;0
;TravellersBoots;feet;none;;none;1;;;0;FALSE;epic;rfeenon14e;r1feenon4e;31;42;5;6;0;0;14;24;49;3;0;;;;;a;4;4;1;;;;;ms;25;25;25;pdr%;20;20;40%;;;;;;;;;;;;;;;;;;;;;;;;;0;Feet_Cloth_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Feet_Cloth_01_Spr;default;Items/ItemsEnv/Feet_Light_01_Spr;default;Item_Boots_Pick;Item_Boots_Drop;0
;CommandOfTheFiveElements;hand;medium;;none;1;;;0;FALSE;epic;rhanmed14e;r1hanmed4e;31;42;3;4;19;25;0;0;60;14;0;;;;;;;;;pul;25;25;2000;;;;;auoh1;9;3;12%;auoh2;6;2;8%;auoh3;6;2;20%;auoh6;10;2;8%;auoh8;4;1;10%;;;;;;;;;0;Hand_Mail_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Hand_PlatedLeather_01_Spr;default;Items/ItemsEnv/Hand_Medium_01_Spr;default;Item_Mittens_Pick;Item_Mittens_Drop;0
;DungBeetleHands;hand;none;;none;1;;;0;FALSE;rare;rhannon13r;r1hannon3r;18;27;3;4;7;11;0;0;37;6;0;;;;;a;2;2;2;pul;11;11;880;;;;;auoh1;24;8;32%;;;;;;;;;;;;;;;;;;;;;;;;;0;Hand_Cloth_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Hand_Leather_01_Spr;default;Items/ItemsEnv/Hand_Heavy_01_Spr;default;Item_Gloves_Pick;Item_Gloves_Drop;0
;LightningHands;hand;none;;none;1;;;0;FALSE;rare;rhannon13r;r1hannon3r;18;27;3;4;7;11;0;0;43;12;0;;;;;a;2;2;2;pul;11;11;880;;;;;as%;30;30;12%;;;;;;;;;;;;;;;;;;;;;;;;;0;Hand_Cloth_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Hand_ClothElite_02_Spr;default;Items/ItemsEnv/Hand_Heavy_01_Spr;default;Item_Gloves_Pick;Item_Gloves_Drop;0
;TheSoleDinosaur;head;heavy;;none;1;;;0;FALSE;epic;rheahea14e;r1heahea4e;41;56;8;11;0;0;0;0;51;-11;0;;;;;a;11;11;11;;;;;;;;;hr;40;4;0.4;;;;;;;;;;;;;;;;;;;;;;;;;0;Head_Armet_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_BronzeHelm_02_Spr;default;Items/ItemsEnv/Head_Heavy_01_Spr;default;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop;0
;HolyCowl;head;light;;none;1;;;0;FALSE;epic;rhealig14e;r1healig4e;41;56;8;11;0;0;0;0;62;0;0;;;;;a;2;2;2;;;;;;;;;xp%;60;60;18%;;;;;;;;;;;;;;;;;;;;;;;;;0;Head_Circlet_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_Cowl_02_Spr;default;Items/ItemsEnv/Head_Hood_01_Spr;default;Item_Hood_Pick;Item_Hood_Drop;0
;Voodoo;head;light;;none;1;;;0;FALSE;myth;rhealig15m;r1healig5m;86;86;14;14;0;0;0;0;114;24;;Voodoo1;50;1;100%;Voodoo2;60;15;15%;a;4;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Head_Circlet_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_ShamanSkull_02_Spr;default;Items/ItemsEnv/Head_Hood_01_Spr;default;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop;0
;AncientHelm;head;medium;;none;1;;;0;FALSE;rare;rheamed13r;r1heamed3r;25;37;7;10;0;0;0;0;46;3;0;;;;;a;6;6;6;;;;;;;;;ms;40;40;40;;;;;;;;;;;;;;;;;;;;;;;;;0;Head_BronzeHelm_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_BronzeHelm_01_Spr;default;Items/ItemsEnv/Head_Hood_01_Spr;default;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop;0
;TheStag;head;medium;;none;1;;;0;FALSE;epic;rheamed14e;r1heamed4e;41;56;8;11;0;0;0;0;57;-5;0;;;;;a;7;7;7;;;;;;;;;msru%;50;50;250%;;;;;;;;;;;;;;;;;;;;;;;;;0;Head_BronzeHelm_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_ShamanSkull_01_Spr;default;Items/ItemsEnv/Head_Hood_01_Spr;default;Item_Bone_Pick;Item_Bone_Drop;0
;Throneshatter;head;medium;;none;1;;;0;FALSE;myth;rheamed15m;r1heamed5m;86;86;14;14;0;0;0;0;88;-2;0;;;;;a;8;8;8;;;;;;;;;deu%;80;80;400%;;;;;;;;;;;;;;;;;;;;;;;;;0;Head_BronzeHelm_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_WarlordHelmElite_01_Spr;default;Items/ItemsEnv/Head_Hood_01_Spr;default;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop;0
;SamuraiHat;head;none;;none;1;;;0;FALSE;comm;rheanon12c;r1heanon2c;13;22;6;10;0;0;0;0;31;6;0;;;;;a;6;6;6;;;;;;;;;ad%;25;25;15%;;;;;;;;;;;;;;;;;;;;;;;;;0;Head_Circlet_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_StrawHat_01_Spr;default;Items/ItemsEnv/Head_Hood_01_Spr;default;Item_Hood_Pick;Item_Hood_Drop;0
;AzureJewel;jewl;none;;none;1;;;0;FALSE;rare;rjewnon13r;r1jewnon3r;14;21;0;0;0;0;11;21;33;9;0;;;;;;;;;;;;;msa%;21;21;16.8%;mir%;12;12;12%;;;;;;;;;;;;;;;;;;;;;;;;;0;Jewl_BasicRed_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlue_05_Spr;default;Items/ItemsEnv/Jewl_01_Spr;default;Item_Jewel_Pick;Item_Jewel_Drop;0
;PinkDiamond;jewl;none;;none;1;;;0;FALSE;epic;rjewnon14e;r1jewnon4e;24;33;0;0;0;0;17;28;38;2;0;;;;;;;;;;;;;mse%;28;28;7.8%;xp%;10;10;3%;;;;;;;;;;;;;;;;;;;;;;;;;0;Jewl_BasicRed_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicPink_07_Spr;default;Items/ItemsEnv/Jewl_01_Spr;default;Item_Jewel_Pick;Item_Jewel_Drop;0
;TheArghKinStone;jewl;none;;none;1;;;0;FALSE;myth;rjewnon15m;r1jewnon5m;50;50;0;0;0;0;28;35;55;2;0;;;;;;;;;;;;;mse%;35;35;9.8%;pxp;20;20;0.6;;;;;;;;;;;;;;;;;;;;;;;;;0;Jewl_BasicRed_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicCyan_06_Spr;default;Items/ItemsEnv/Jewl_01_Spr;default;Item_Jewel_Pick;Item_Jewel_Drop;0
;Draconite;jewl;none;;none;1;;;0;FALSE;myth;rjewnon15m;r1jewnon5m;50;50;0;0;0;0;28;35;55;2;0;;;;;;;;;;;;;mse%;35;35;9.8%;sud%;20;20;12%;;;;;;;;;;;;;;;;;;;;;;;;;0;Jewl_BasicRed_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicRed_03_Spr;default;Items/ItemsEnv/Jewl_01_Spr;default;Item_Jewel_Pick;Item_Jewel_Drop;0
;PinkDiary;reli;none;;none;1;;;0;FALSE;comm;rrelnon12c;r1relnon2c;11;18;0;0;0;0;0;0;30;9;0;;;;;;;;;;;;;;;;;arng%;30;30;90%;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/PinkDiary_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;MessageInABottle;reli;none;;none;1;;;0;FALSE;comm;rrelnon12c;r1relnon2c;11;18;0;0;0;0;0;0;30;9;0;;;;;;;;;;;;;;;;;ms;30;30;30;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/MessageInABottle_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;TheQuest;reli;none;;none;1;;;0;FALSE;rare;rrelnon13r;r1relnon3r;21;31;0;0;0;0;6;13;40;4;0;TheQuest;40;40;80%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheQuest_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;BasiliskScale;reli;none;;none;1;;;0;FALSE;rare;rrelnon13r;r1relnon3r;21;31;0;0;0;0;6;13;50;14;0;;;;;;;;;;;;;;;;;auoh9;50;10;40%;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/BasiliskScale_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;LuckyCharm;reli;none;;none;1;;;0;FALSE;rare;rrelnon13r;r1relnon3r;21;31;0;0;0;0;6;13;40;4;0;;;;;;;;;;;;;;;;;lck%;40;40;16%;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/LuckyCharm_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;DragonScale;reli;none;;none;1;;;0;FALSE;rare;rrelnon13r;r1relnon3r;21;31;0;0;0;0;6;13;26;-10;0;;;;;;;;;;;;;;;;;h;6;6;6;hr;20;2;0.2;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/DragonScale_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;BookOfTheDead;reli;none;;none;1;;;0;FALSE;epic;rrelnon14e;r1relnon4e;35;47;0;0;0;0;8;17;54;2;0;;;;;;;;;;;;;;;;;u%;30;30;21%;ssum4;24;3;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/BookOfTheDead_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;JadeMonke;reli;none;;none;1;;;0;FALSE;epic;rrelnon14e;r1relnon4e;35;47;0;0;0;0;8;17;60;8;0;;;;;;;;;;;;;;;;;suslot;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/JadeMonke_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;SentryWard;reli;none;;none;1;;;0;FALSE;epic;rrelnon14e;r1relnon4e;35;47;0;0;0;0;8;17;100;48;;;;;;;;;;;;;;;;;;mim%;100;100;10%;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/SentryWard_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;SkeletonKey;reli;none;;none;1;;;0;FALSE;myth;rrelnon15m;r1relnon5m;72;72;0;0;0;0;21;21;75;-1;0;;;;;;;;;;;;;;;;;pdr%;75;75;150%;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/SkeletonKey_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;SurvivingVampiresTooth;reli;none;;none;1;;;0;FALSE;myth;rrelnon15m;r1relnon5m;72;72;0;0;0;0;21;21;140;64;;;;;;;;;;;;;;;;;;ls;140;20;20%;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/SurvivingVampiresTooth_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;VolcanicRing;ring;none;;none;1;;;0;FALSE;rare;rrinnon13r;r1rinnon3r;14;21;0;0;0;0;11;21;24;0;0;;;;;;;;;;;;;;;;;ccc%;24;24;2.6%;;;;;;;;;;;;;;;;;;;;;;;;;0;Ring_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Steel_01_Spr;default;Items/ItemsEnv/Ring_01_Spr;default;Item_Ring_Pick;Item_Ring_Drop;0
;SignetOfMastery;ring;none;;none;1;;;0;FALSE;epic;rrinnon14e;r1rinnon4e;24;33;0;0;0;0;17;28;25;-11;0;;;;;;;;;;;;;msm%;25;25;3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Ring_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Basic_01_Spr;default;Items/ItemsEnv/Ring_01_Spr;default;Item_Ring_Pick;Item_Ring_Drop;0
;SoulRing;ring;none;;none;1;;;0;FALSE;myth;rrinnon15m;r1rinnon5m;50;50;0;0;0;0;28;35;45;-8;0;;;;;;;;;;;;;;;;;rev;45;1;1;;;;;;;;;;;;;;;;;;;;;;;;;0;Ring_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Hand_01_Spr;default;Items/ItemsEnv/Ring_01_Spr;default;Item_Ring_Pick;Item_Ring_Drop;0
;RingOfProtection;ring;none;;none;1;;;0;FALSE;myth;rrinnon15m;r1rinnon5m;50;50;0;0;0;0;28;35;40;-13;0;;;;;;;;;;;;;;;;;a;40;40;40;;;;;;;;;;;;;;;;;;;;;;;;;0;Ring_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Basic_01_Spr;default;Items/ItemsEnv/Ring_01_Spr;default;Item_Ring_Pick;Item_Ring_Drop;0
;WintersEmbrace;ring;none;;none;1;;;0;FALSE;myth;rrinnon15m;r1rinnon5m;50;50;0;0;0;0;28;35;65;12;0;WintersEmbrace;30;30;300%;;;;;;;;;msa%;35;35;28%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Ring_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/WintersEmbrace_Spr;default;Items/ItemsEnv/Ring_01_Spr;default;Item_Ring_Pick;Item_Ring_Drop;0
;Trollstone;tors;heavy;;none;1;;;0;FALSE;rare;rtorhea13r;r1torhea3r;41;61;12;18;0;0;0;0;105;35;;;;;;a;60;60;60;;;;;rev;45;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Tors_PlateBreast_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/Trollstone_Spr;default;Items/ItemsEnv/Tors_Heavy_01_Spr;default;Item_Armor_PlateBreast_Pick;Item_Armor_PlateBreast_Drop;0
;DicePlate;tors;heavy;;none;1;;;0;FALSE;epic;rtorhea14e;r1torhea4e;69;93;15;20;0;0;45;45;127;25;;;;;;a;10;10;10;;;;;rev;45;1;1;brer;72;12;;;;;;;;;;;;;;;;;;;;;;;;;;0;Tors_PlateBreast_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/DicePlate_Spr;default;Items/ItemsEnv/Tors_Heavy_01_Spr;default;Item_Armor_PlateElven_Pick;Item_Armor_PlateElven_Drop;0
;Onyx;tors;heavy;;none;1;;;0;FALSE;myth;rtorhea15m;r1torhea5m;143;143;24;24;0;0;45;45;145;-5;0;;;;;a;100;100;100;;;;;rev;45;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Tors_PlateBreast_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/Onyx_Spr;default;Items/ItemsEnv/Tors_Heavy_01_Spr;default;Item_Armor_PlateElven_Pick;Item_Armor_PlateElven_Drop;0
;BlackCape;tors;light;;none;1;;;0;FALSE;rare;rtorlig13r;r1torlig3r;41;61;12;18;0;0;0;0;74;4;0;;;;;a;4;4;4;;;;;rev;45;1;1;cd%;25;25;15%;;;;;;;;;;;;;;;;;;;;;;;;;0;Tors_ClothRobe_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/BlackCape_Spr;default;Items/ItemsEnv/Tors_Light_01_Spr;default;Item_Armor_Cloth_Pick;Item_Armor_Cloth_Drop;0
;SwiftsilverPlate;tors;light;;none;1;;;0;FALSE;epic;rtorlig14e;r1torlig4e;69;93;15;20;0;0;45;45;115;13;0;;;;;a;20;20;20;;;;;rev;45;1;1;cr%;50;50;25%;;;;;;;;;;;;;;;;;;;;;;;;;0;Tors_ClothRobe_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/SwiftsilverPlate_Spr;default;Items/ItemsEnv/Tors_Light_01_Spr;default;Item_Armor_Cloth_Pick;Item_Armor_Cloth_Drop;0
;FadingCloak;tors;light;;none;1;;;0;FALSE;myth;rtorlig15m;r1torlig5m;143;143;24;24;0;0;45;45;145;-5;0;;;;;;;;;;;;;rev;45;1;1;e;100;100;100;;;;;;;;;;;;;;;;;;;;;;;;;0;Tors_ClothRobe_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/FadingCloak_Spr;default;Items/ItemsEnv/Tors_Light_01_Spr;default;Item_Armor_Cloth_Pick;Item_Armor_Cloth_Drop;0
;Svalbrd;tors;medium;;none;1;;;0;FALSE;rare;rtormed13r;r1tormed3r;41;61;12;18;0;0;0;0;71;1;0;;;;;a;11;11;11;;;;;rev;45;1;1;hol;15;5;10;;;;;;;;;;;;;;;;;;;;;;;;;0;Tors_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/Svalbrd_Spr;default;Items/ItemsEnv/Tors_Medium_01_Spr;default;Item_Armor_Leather_Pick;Item_Armor_Leather_Drop;0
;WiserootBark;tors;medium;;none;1;;;0;FALSE;epic;rtormed14e;r1tormed4e;69;93;15;20;0;0;45;45;112;10;0;;;;;a;12;12;12;;;;;rev;45;1;1;sd%;30;30;18%;sare%;15;15;12%;u%;10;10;7%;;;;;;;;;;;;;;;;;0;Tors_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/WiserootBark_Spr;default;Items/ItemsEnv/Tors_Medium_01_Spr;default;Item_Armor_Mail_Pick;Item_Armor_Mail_Drop;0
;LizardHide;tors;medium;;none;1;;;0;FALSE;myth;rtormed15m;r1tormed5m;143;143;24;24;0;0;45;45;155;5;0;;;;;;;;;;;;;rev;45;1;1;hr;110;11;1.1;;;;;;;;;;;;;;;;;;;;;;;;;0;Tors_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/LizardHide_Spr;default;Items/ItemsEnv/Tors_Medium_01_Spr;default;Item_Armor_Leather_Pick;Item_Armor_Leather_Drop;0
;LeatherBelt;wais;none;;none;1;;;0;FALSE;rare;rwainon13r;r1wainon3r;10;15;1;2;0;0;0;0;8;-9;0;LeatherBelt1;4;4;;LeatherBelt2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Wais_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/LeatherBelt_Spr;default;Items/ItemsEnv/Wais_Light_01_Spr;default;Item_Belt_Pick;Item_Belt_Drop;0
;GoodRope;wais;none;;none;1;;;0;FALSE;rare;rwainon13r;r1wainon3r;10;15;1;2;0;0;0;0;24;7;0;;;;;;;;;;;;;;;;;ms;24;24;24;;;;;;;;;;;;;;;;;;;;;;;;;0;Wais_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/GoodRope_Spr;default;Items/ItemsEnv/Wais_Light_01_Spr;default;Item_Belt_Pick;Item_Belt_Drop;0
;BeltOfJohn;wais;none;;none;1;;;0;FALSE;epic;rwainon14e;r1wainon4e;17;23;2;2;0;0;0;0;40;15;;;;;;a;40;40;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Wais_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/BeltOfJohn_Spr;default;Items/ItemsEnv/Wais_Light_01_Spr;default;Item_Belt_Pick;Item_Belt_Drop;0
;FateString;wais;none;;none;1;;;0;FALSE;myth;rwainon15m;r1wainon5m;36;36;3;3;0;0;0;0;45;7;0;;;;;;;;;;;;;;;;;rev;45;1;1;;;;;;;;;;;;;;;;;;;;;;;;;0;Wais_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/FateString_Spr;default;Items/ItemsEnv/Wais_Light_01_Spr;default;Item_Belt_Pick;Item_Belt_Drop;0
;HackAndSlash;weap;w2hs;Warrior;none;1;;;0;FALSE;rare;rweaw2hWar13r;r1weaw2hWar3r;41;61;39;58;0;0;0;0;78;8;0;;;;;d%;58;58;23.2%;;;;;;;;;as%;20;20;8%;;;;;;;;;;;;;;;;;;;;;;;;;0;W2hs_Basic_01;3.26;600;598;184;0.82;83;119;101;0.55;1.18;1.15;2.76;;1;;;;;;;1;0;Items/ItemsInv/W2hs_Basic_03_Spr;default;Items/ItemsEnv/W2hs_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;Eelsword;weap;w2hs;Warrior;none;1;;;0;FALSE;epic;rweaw2hWar14e;r1weaw2hWar4e;69;93;48;64;0;0;0;0;109;7;0;;;;;d%;64;64;25.6%;;;;;;;;;as%;20;20;8%;ms;25;25;25;;;;;;;;;;;;;;;;;;;;;0;W2hs_Basic_01;3.26;600;598;184;0.82;83;119;101;0.55;1.18;1.15;2.76;;1;;;;;;;1;0;Items/ItemsInv/W2hs_Basic_01_Spr;default;Items/ItemsEnv/W2hs_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;Witchsword;weap;w2hs;Warrior;none;1;;;0;FALSE;myth;rweaw2hWar15m;r1weaw2hWar5m;143;143;75;75;0;0;0;0;160;10;0;;;;;d%;40;40;16%;;;;;;;;;soh3;120;10;30%;;;;;;;;;;;;;;;;;;;;;;;;;0;W2hs_Basic_01;3.26;600;598;184;0.82;83;119;101;0.55;1.18;1.15;2.76;;1;;;;;;;1;0;Items/ItemsInv/W2hs_Basic_01_Spr;default;Items/ItemsEnv/W2hs_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;DiabolicII;weap;w2hs;Warrior;none;1;;;0;FALSE;myth;rweaw2hWar15m;r1weaw2hWar5m;143;143;75;75;0;0;0;0;155;5;0;DiabolicII;45;1;;d%;75;75;30%;;;;;;;;;are%;35;35;24.5%;;;;;;;;;;;;;;;;;;;;;;;;;0;W2hs_Basic_01;3.26;600;598;184;0.82;83;119;101;0.55;1.18;1.15;2.76;;1;;;;;;;1;0;Items/ItemsInv/W2hs_Greatsword_01_Spr;default;Items/ItemsEnv/W2hs_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
