n/a;#;code;p;act;tags;size;value;weight;#%;#min;#avg;#max;max;prefab;map icon;type;#loss;#reward;p1;v1;p2;v2;eol
;;magicseal2;3;t2;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 2/Power 3/MagicSeal2/MagicSeal2_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;magicseal2;;;0
;;magicseal3;3;t2;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 2/Power 3/MagicSeal3/MagicSeal3_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;magicseal3;;;0
;;magicseal4;3;t2;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 2/Power 3/MagicSeal4/MagicSeal4_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;magicseal4;;;0
;;magicseal5;3;t2;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 2/Power 3/MagicSeal5/MagicSeal5_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;magicseal5;;;0
;;magicseal6;3;t2;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 2/Power 3/MagicSeal6/MagicSeal6_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;magicseal6;;;0
;;magicseal7;3;t2;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 2/Power 3/MagicSeal7/MagicSeal7_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;magicseal7;;;0
;;weaponsstand_sand1;3;t2;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 2/Power 3/WeaponsStand_Sand1/WeaponsStand_Sand1_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;weaponsstand_sand1;;;0
;;well_sand_abandoned1;3;t2;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 2/Power 3/Well_Sand_Abandoned1/Well_Sand_Abandoned1_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;well_sand_abandoned1;;;0
;;well_sand_lively;3;t2;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 2/Power 3/Well_Sand_Lively/Well_Sand_Lively_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;well_sand_lively;;;0
;;fountain_sacred_sand;2;t2;;M;16;40;39.53%;;;;x;Entities/MapObjects/Act 2/Power 2/Fountain_Sacred_Sand/Fountain_Sacred_Sand_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;heal;code;fountain_sacred;;;0
;;npc_ghost_sand;2;t2;;M;16;8;7.91%;;;;1;Entities/MapObjects/Act 1/NPC_Ghost/NPC_Ghost_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;msa%;code;npc_ghost;;;0
;;npc_kobold_sand;2;t2;;M;16;8;7.91%;;;;1;Entities/MapObjects/Act 1/NPC_Kobold/NPC_Kobold_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;g%;code;npc_kobold_sand;;;0
;;npc_rogue_sand;2;t2;;M;16;8;7.91%;;;;1;Entities/MapObjects/Act 1/NPC_Rogue/NPC_Rogue_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;dclde;code;npc_rogue_sand;;;0
;;npc_warrior_sand;2;t2;;M;16;8;7.91%;;;;1;Entities/MapObjects/Act 1/NPC_Warrior/NPC_Warrior_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;ad%a;code;npc_warrior_sand;;;0
;;npc_wizard_sand;2;t2;;M;16;8;7.91%;;;;1;Entities/MapObjects/Act 1/NPC_Wizard/NPC_Wizard_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;sspddsum%;code;npc_wizard_sand;;;0
;;npc_troll_sand;2;t2;;M;16;8;7.91%;;;;1;Entities/MapObjects/Act 2/Power 2/NPC_Troll_Sand/NPC_Troll_Sand_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;a;code;npc_troll_sand;;;0
;;stone_collecting_sand;3;t2;;M;12;100;76.67%;;;;x;Entities/MapObjects/Act 2/Power 2/Stone_Collecting_Sand/Stone_Collecting_Sand_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;pul;code;stone_collecting;;;0
;;stone_experience_sand;3;t2;;M;12;100;76.67%;;;;x;Entities/MapObjects/Act 2/Power 2/Stone_Experience_Sand/Stone_Experience_Sand_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;xp%;code;stone_experience;;;0
;;stone_power_sand;3;t2;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 2/Power 2/Stone_Power_Sand/Stone_Power_Sand_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;pow;code;stone_power;;;0
;;stone_stamina_sand;3;t2;;M;12;100;76.67%;;;;x;Entities/MapObjects/Act 2/Power 2/Stone_Stamina_Sand/Stone_Stamina_Sand_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;mvp;code;stone_stamina;;;0
;;stone_jumper_sand;3;t2;;S;12;25;19.17%;;;;x;Entities/MapObjects/Act 2/Power 2/Totem_Hare_Sand/Totem_Hare_Sand_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;dchg;code;stone_jumper_sand;;;0
;X;altar_eldergods;1;t3;;L;16;8;1.84%;;;;x;Entities/MapObjects/Act 3/Altar_ElderGods/Altar_ElderGods_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;altar_eldergods;;;0
;X;ancientjudgementalstones;1;t3;;L;16;8;1.84%;;;;1;Entities/MapObjects/Act 3/AncientJudgementalStones/AncientJudgementalStones_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;ancientjudgementalstones;;;0
;X;aphoticbeaststotem;1;t3;;L;16;8;1.84%;;;;x;Entities/MapObjects/Act 3/AphoticBeastsTotem/AphoticBeastsTotem_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;aphoticbeaststotem;;;0
;X;containedeldermonument;1;t3;;L;16;8;1.84%;;;;x;Entities/MapObjects/Act 3/ContainedElderMonument/ContainedElderMonument_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;containedeldermonument;;;0
;O;flora_blackleaf;1;t3;;S;16;8;1.84%;;;;1;Entities/MapObjects/Act 3/Flora_Moor/Flora_Blackleaf_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;flora_blackleaf;;;0
;X;giantgrandpasglove;1;t3;;M;16;8;1.84%;;;;1;Entities/MapObjects/Act 3/GiantGrandpasGlove/GiantGrandpasGlove_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;giantgrandpasglove;;;0
;X;grape_eldertree;1;t3;;L;16;8;1.84%;;;;x;Entities/MapObjects/Act 3/Grape_ElderTree/Grape_ElderTree_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;grape_eldertree;;;0
;O;mushroom_kingspore;1;t3;;S;16;8;1.84%;;;;1;Entities/MapObjects/Act 3/StrangeTinyCottage/StrangeTinyCottage_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;mushroom_kingspore;;;0
;X;mouseenclave_encampment;1;t3;;L;16;8;1.84%;;;;1;Entities/MapObjects/Act 3/MouseEnclave/MouseEnclave_Encampment_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;mouseenclave_encampment;;;0
;X;mysteriouslyabandonedlab;1;t3;;L;16;8;1.84%;;;;1;Entities/MapObjects/Act 3/MysteriouslyAbandonedLab/MysteriouslyAbandonedLab_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;mysteriouslyabandonedlab;;;0
;X;shrine_hunting_moor;1;t3;;L;16;8;1.84%;;;;1;Entities/MapObjects/Act 3/Shrine_Hunting_Moor/Shrine_Hunting_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;dchg;code;shrine_hunting_moor;;;0
;X;shrine_writing_moor;1;t3;;L;16;8;1.84%;;;;1;Entities/MapObjects/Act 3/Shrine_Writing_Moor/Shrine_Writing_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;s%;code;shrine_writing_moor;;;0
;X;statue_crypticswordsman;1;t3;;L;16;8;1.84%;;;;1;Entities/MapObjects/Act 3/Statue_CrypticSwordsman/Statue_CrypticSwordsman_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;statue_crypticswordsman;;;0
;X;abandonedcage;2;t3;;L;16;35;34.59%;;;;1;Entities/MapObjects/Act 3/AbandonedCage/AbandonedCage_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;abandonedcage;;;0
;X;acorn_totem;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/Acorn_Totem/Acorn_Totem_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;acorn_totem;;;0
;X;aegisofthelost;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/AegisOfTheLost/AegisOfTheLost_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;aegisofthelost;;;0
;X;alienbubbles;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/AlienBubbles/AlienBubbles_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;alienbubbles;;;0
;X;ancestralmask;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/AncestralMask/AncestralMask_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;ancestralmask;;;0
;X;arcanumstone;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/ArcanumStone/ArcanumStone_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;arcanumstone;;;0
;X;bionirunestone;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/BioniRunestone/BioniRunestone_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;bionirunestone;;;0
;X;blackhole_tree;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/Blackhole_Tree/Blackhole_Tree_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;blackhole_tree;;;0
;O;bookshelf_woodensimple_moor;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/Bookshelf_WoodenSimple_Moor/Bookshelf_WoodenSimple_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;bookshelf_woodensimple_moor;;;0
;X;chainedritualrelic;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/ChainedRitualRelic/ChainedRitualRelic_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;chainedritualrelic;;;0
;X;crypticmirror;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/CrypticMirror/CrypticMirror_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;crypticmirror;;;0
;X;crypticmooraltar;2;t3;;L;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/CrypticMoorAltar/CrypticMoorAltar_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;crypticmooraltar;;;0
;X;eerienest;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/EerieNest/EerieNest_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;eerienest;;;0
;O;fountain_sacred_moor;2;t3;;M;16;160;158.12%;;;;x;Entities/MapObjects/Act 3/Fountain_Sacred_Moor/Fountain_Sacred_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;heal;code;fountain_sacred_moor;;;0
;X;ghastlydarktree;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/GhastlyDarkTree/GhastlyDarkTree_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;ghastlydarktree;;;0
;X;gloomysacredfountain;2;t3;;L;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/GloomySacredFountain/GloomySacredFountain_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;gloomysacredfountain;;;0
;X;grape_winebottle;2;t3;;S;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/Grape_WineBottle/Grape_WineBottle_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;grape_winebottle;;;0
;O;insigniaincrustation_01;3;t3;;L;16;35;26.84%;;;;x;Entities/MapObjects/Act 3/InsigniaIncrustations/InsigniaIncrustation_01_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;insigniaincrustation_01;;;0
;O;insigniaincrustation_02;3;t3;;L;16;35;26.84%;;;;x;Entities/MapObjects/Act 3/InsigniaIncrustations/InsigniaIncrustation_02_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;insigniaincrustation_02;;;0
;O;insigniaincrustation_03;3;t3;;L;16;35;26.84%;;;;x;Entities/MapObjects/Act 3/InsigniaIncrustations/InsigniaIncrustation_03_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;insigniaincrustation_03;;;0
;O;insigniaincrustation_04;3;t3;;L;16;35;26.84%;;;;x;Entities/MapObjects/Act 3/InsigniaIncrustations/InsigniaIncrustation_04_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;insigniaincrustation_04;;;0
;O;insigniaincrustation_05;3;t3;;L;16;35;26.84%;;;;x;Entities/MapObjects/Act 3/InsigniaIncrustations/InsigniaIncrustation_05_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;insigniaincrustation_05;;;0
;O;insigniaincrustation_06;3;t3;;L;16;35;26.84%;;;;x;Entities/MapObjects/Act 3/InsigniaIncrustations/InsigniaIncrustation_06_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;insigniaincrustation_06;;;0
;X;keldstone;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/KeldStone/KeldStone_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;keldstone;;;0
;X;mechkata_moor;2;t3;;S;16;1;0.99%;;;;x;Entities/MapObjects/Act 3/Mechkata_Moor/Mechkata_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;mechkata_moor;;;0
;X;moonsign;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/MoonSign/MoonSign_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;moonsign;;;0
;X;mouseenclave_shelter;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/MouseEnclave/MouseEnclave_Shelter_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;mouseenclave_shelter;;;0
;X;mysteriouscauldron;3;t3;;M;16;35;26.84%;;;;x;Entities/MapObjects/Act 3/MysteriousCauldron/MysteriousCauldron_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;mysteriouscauldron;;;0
;X;mysteriouslyabandonedprobe;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/MysteriouslyAbandonedProbe/MysteriouslyAbandonedProbe_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;mysteriouslyabandonedprobe;;;0
;X;mysticgate_moor;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/MysticGate_Moor/MysticGate_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;mysticgate_moor;;;0
;X;npc_snail_moor;2;t3;;M;16;35;34.59%;;;;1;Entities/MapObjects/Act 3/NPC_Snail_Moor/NPC_Snail_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;npc_snail_moor;;;0
;X;npc_wanderingeldertreefolk;2;t3;;M;16;35;34.59%;;;;1;Entities/MapObjects/Act 3/NPC_WanderingElderTreefolk/NPC_WanderingElderTreefolk_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;npc_wanderingeldertreefolk;;;0
;X;old_lanterntree;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/Old_LanternTree/Old_LanternTree_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;old_lanterntree;;;0
;X;overgrownaphoticbasin;2;t3;;L;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/OvergrownAphoticBasin/OvergrownAphoticBasin_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;overgrownaphoticbasin;;;0
;X;overgrowndarkgate;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/OvergrownDarkGate/OvergrownDarkGate_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;overgrowndarkgate;;;0
;X;overgrownknightgrave;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/OvergrownKnightGrave/OvergrownKnightGrave_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;overgrownknightgrave;;;0
;X;ritualstones;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/RitualStones/RitualStones_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;ritualstones;;;0
;X;shard_fallen_moor;2;t3;;S;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/Shard_Fallen_Moor/Shard_Fallen_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;shard_fallen_moor;;;0
;X;shrine_penantknight;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/Shrine_PenantKnight/Shrine_PenantKnight_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;shrine_penantknight;;;0
;X;skullcarvedtree;2;t3;;M;16;35;34.59%;;;;1;Entities/MapObjects/Act 3/SkullcarvedTree/SkullcarvedTree_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;skullcarvedtree;;;0
;X;strangetinycottage;2;t3;;M;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/StrangeTinyCottage/StrangeTinyCottage_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;strangetinycottage;;;0
;X;tome_necronomicon_moor;2;t3;;S;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/Tome_Necronomicon_Moor/Tome_Necronomicon_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;stundmgmon;u%d%dsum%;code;tome_necronomicon_moor;;;0
;X;shrine_fish_moor;2;t3;;S;16;35;34.59%;;;;x;Entities/MapObjects/Act 3/Shrine_Fish_Moor/Shrine_Fish_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;encounter;;;code;shrine_fish_moor;;;0
;O;altar_devotion_moor;3;t3;;S;12;70;53.67%;;;;x;Entities/MapObjects/Act 3/Altar_Devotion_Moor/Altar_Devotion_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;heal%;code;altar_devotion_moor;;;0
;O;argentbasin;3;t3;;M;16;50;38.34%;;;;x;Entities/MapObjects/Act 3/ArgentBasin/ArgentBasin_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;argentbasin;;;0
;O;chest_woodsimple_moor_01;3;t3;;S;12;50;38.34%;;;;x;Entities/MapObjects/Act 3/Chest_WoodSimple_Moor_01/Chest_WoodSimple_Moor_01_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;chest_woodsimple_moor_01;;;0
;O;chest_woodsimple_moor_02;2;t3;;S;16;15;14.82%;;;;x;Entities/MapObjects/Act 3/Chest_WoodSimple_Moor_02/Chest_WoodSimple_Moor_02_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;igpi;code;chest_woodsimple_moor_02;;;0
;O;chest_woodsimple_moor_03;3;t3;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 3/Chest_WoodSimple_Moor_03/Chest_WoodSimple_Moor_03_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;igpi;code;chest_woodsimple_moor_03;;;0
;O;coffin_stonescripted_moor;3;t3;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 3/Coffin_StoneScripted_Moor/Coffin_StoneScripted_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;igpi;code;coffin_stonescripted_moor;;;0
;O;darkwoodbonfire;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/DarkWoodBonfire/DarkWoodBonfire_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;darkwoodbonfire;;;0
;O;darkwoodlantern_01;2;t3;;S;16;100;98.82%;;;;x;Entities/MapObjects/Act 3/DarkWoodLantern/DarkWoodLantern_01_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;darkwoodlantern_01;;;0
;O;darkwoodlog;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/DarkWoodLog/DarkWoodLog_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;darkwoodlog;;;0
;O;flora_bloodthistle;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Flora_Moor/Flora_Bloodthistle_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;flora_bloodthistle;;;0
;O;flora_faerieblossom;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Flora_Moor/Flora_FaerieBlossom_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;flora_faerieblossom;;;0
;O;flora_honeysack;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Flora_Moor/Flora_HoneySack_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;flora_honeysack;;;0
;O;flora_knightswildbloom;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Flora_Moor/Flora_KnightsWildbloom_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;flora_knightswildbloom;;;0
;O;flora_mornincup;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Flora_Moor/Flora_Mornincup_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;flora_mornincup;;;0
;O;flora_peacefluff;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Flora_Moor/Flora_Peacefluff_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;flora_peacefluff;;;0
;O;flora_sparkleweed;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Flora_Moor/Flora_Sparkleweed_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;flora_sparkleweed;;;0
;O;flora_sunpetal;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Flora_Moor/Flora_Sunpetal_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;flora_sunpetal;;;0
;O;lamp_spiritual;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Lamp_Spiritual/Lamp_Spiritual_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;lamp_spiritual;;;0
;O;magicalpumpkins;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/MagicalPumpkins/MagicalPumpkins_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;magicalpumpkins;;;0
;O;magicalfoodcarpet;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/MagicalFoodCarpet/MagicalFoodCarpet_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;magicalfoodcarpet;;;0
;O;magicseal_moor;3;t3;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 3/MagicSeal_Moor/MagicSeal_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;magicseal_moor;;;0
;O;mossygrave;3;t3;;M;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/MossyGrave/MossyGrave_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;mossygrave;;;0
;O;mouseenclave_watchpost;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/MouseEnclave/MouseEnclave_Watchpost_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;mouseenclave_watchpost;;;0
;O;mushroom_astravella;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Mushrooms_Moor/Mushroom_Astravella_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;mushroom_astravella;;;0
;O;mushroom_ghostcap;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Mushrooms_Moor/Mushroom_Ghostcap_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;mushroom_ghostcap;;;0
;O;mushroom_honeychanterelles;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Mushrooms_Moor/Mushroom_HoneyChanterelles_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;mushroom_honeychanterelles;;;0
;O;mushroom_ordinarypeachshroom;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Mushrooms_Moor/Mushroom_OrdinaryPeachshroom_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;mushroom_ordinarypeachshroom;;;0
;O;mushroom_pinklyam;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Mushrooms_Moor/Mushroom_Pinklyam_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;mushroom_pinklyam;;;0
;O;mushroom_snakeshroom;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Mushrooms_Moor/Mushroom_Snakeshroom_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;mushroom_snakeshroom;;;0
;O;mushroom_webthreadmorel;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/Mushrooms_Moor/Mushroom_WebthreadMorel_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;mushroom_webthreadmorel;;;0
;O;orb_seeking_moor;3;t3;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 3/Orb_Seeking_Moor/Orb_Seeking_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;pi;code;orb_seeking_moor;;;0
;O;overgrownstump;3;t3;;S;16;100;76.67%;;;;x;Entities/MapObjects/Act 3/OvergrownStump/OvergrownStump_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;overgrownstump;;;0
;O;shadywell;3;t3;;S;16;500;383.37%;;;;x;Entities/MapObjects/Act 3/ShadyWell/ShadyWell_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;;code;shadywell;;;0
;O;stone_collecting_moor;3;t3;;M;12;100;76.67%;;;;x;Entities/MapObjects/Act 3/Stone_Collecting_Moor/Stone_Collecting_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;pul;code;stone_collecting_moor;;;0
;O;stone_experience_moor;3;t3;;M;12;100;76.67%;;;;x;Entities/MapObjects/Act 3/Stone_Experience_Moor/Stone_Experience_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;xp%;code;stone_experience_moor;;;0
;O;stone_power_moor;3;t3;;S;12;100;76.67%;;;;x;Entities/MapObjects/Act 3/Stone_Power_Moor/Stone_Power_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;pow;code;stone_power_moor;;;0
;O;stone_stamina_moor;3;t3;;M;12;100;76.67%;;;;x;Entities/MapObjects/Act 3/Stone_Stamina_Moor/Stone_Stamina_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;mvp;code;stone_stamina_moor;;;0
;O;totem_hare_moor;3;t3;;S;12;25;19.17%;;;;x;Entities/MapObjects/Act 3/Totem_Hare_Moor/Totem_Hare_Moor_Fab;GUI/Minimap/Minimap_Marker02_Spr;instant;;dchg;code;totem_hare_moor;;;0
