n/a;code;#desc;#sort1;#t;#elite;#sec;isboss;team;#Hor;#Tan;#Ini;#Rng;#DPS;#Nuk;#Con;#Dis;#Sup;#Mob;#Acc;#tag1;#tag2;#tag3;#tag4;#family;persona;#minm;#mint2;#mint3;#mint4;#mint5;#200val;#;#rfr;#ms;#hits;#barrier;#dps;#dmg;#at;#are;#vlc;#aicd;#status;#pnc;#dur;tas;tam;mint1;rfr;val;#avgv;#maxv;#wcnt;#avggr;mingr;maxgr;max;#;smvm;shp;shpr;s%red;s%res;skbkres;sstares;schadod;shit;#;#mvmB;mvm;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;#;#ghits;#;#;#;#;#;#;#;#;#;#hpB;#hits;hp;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;#hprB;#hprs;#hpr%;hpr;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;%red;#%red;_gro;%res;#%res;_gro;kbkres;#kbkres;_gro;stares;#stares;_gro;chadod;#chadod;_gro;hit;#hit;_gro;#hit;#drops;#avgxp;#xphpm;xpdrop;#xpdrop;_gro;xpdr%;tpdrop;#avgg1;#avgg2;#avgg3;#avgg4;#avgg5;gmin;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;gmin;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;goldr%;#enekidrop;#percdrop;#avgh;pdrop%;#enekidrop;#percdrop;pickup1;probw;pickup2;probw;pickup3;probw;pickup4;probw;eol;idrop%;#enekidrop;#percdrop;iam1;iam2;iam3;iam4;iam5;#iam1;#iam2;#iam3;#iam4;#iam5;#iamavg;#ntru1;#mtru1;#ngro1;#mgro1;brok;#brok;_gro1;#ntru2;#mtru2;#ngro2;#mgro2;comm;#comm;_gro2;#ntru3;#mtru3;#ngro3;#mgro3;rare;#rare;_gro3;#ntru4;#mtru4;#ngro4;#mgro4;epic;#epic;_gro4;#ntru5;#mtru5;#ngro5;#mgro5;myth;#myth;_gro5;#ntru6;#mtru6;#ngro6;#mgro6;immo;#immo;_gro6;#wsum0;#wsum20;treasure1;val1;#%;treasure2;val2;#%;treasure3;val3;#%;treasure4;val4;#%;treasure5;val5;#%;treasure6;val6;#%;treasure7;val7;#%;treasure8;val8;#%;treasure9;val9;#%;#t;eol;entity;variant;ai;ais_1;ability_1;ais_2;ability_2;ais_3;ability_3;ais_4;ability_4;ais_5;ability_5;ais_6;ability_6;ais_7;ability_7;ais_8;ability_8;ais_9;ability_9;ais_10;ability_10;ais_11;ability_11;ais_12;ability_12;ais_13;ability_13;ais_14;ability_14;ais_15;ability_15;ais_16;ability_16;ais_17;ability_17;ais_18;ability_18;ais_19;ability_19;ais_20;ability_20;ais_21;ability_21;ais_22;ability_22;eol;passive_1;passive_2;passive_3;eol
;ZombiePoison;Leaves a poison cloud;21ZombiePoison;2;0;;Minion;enemy;;Tan;Ini;;DPS;;Con;;;;;;;;;;pZomb;#REF!;;;;;15;;4;2.3;2.2;45%;20.3;28;1.38;1.16;0;0.5;ppoisoned_6s;0;0;TRUE;1;4;4;10;95;160;12.5;9.5;3;16;16;;0.75;1.25;1;1;1;1;1;1;1;;;2.05;3.6;0;0.76;2.2;3.8;0;0.73;2.3;3.9;0;0.71;2.4;4.1;0;0.69;2.5;4.2;0;0.67;;2.4;5.4;2.1;7.5;1.7;9;3.3;23;4.4;39;;2.24;242;2420;0;9;351;5090;0;13.5;678;12882;0;18;2420;56870;0;22.5;4598;128744;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.45;0.45;0;0.99;11.77;7.2;1.03;12;12;0;0.6;0;2.9;17.4;46.5;90;148.1;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0785;12.7;7.9%;0;0.0028;357;0.28%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0294;34;2.94%;1;;;;;100%;';';';';1;2.16%;0%;73.5%;0%;300;0;-1;0.72%;2.31%;24.5%;78.6%;100;100;0;0.054%;0.52%;1.84%;17.7%;7.5;22.5;2;0.005%;0.087%;0.18%;2.95%;0.75;3.75;4;0.001%;0.021%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Zombie/Zombie_Fab;green;ai_melee;slash;ZombiePoison_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;AcolyteE;;22AcolyteE;2;1;;Elite;enemy;;;;Rng;;;;;Sup;;;;;;;;pAcol;#REF!;;;;;3 + 60s;;999;2.9;10.5;75%;3563.6;196;0.33;0.06;0;6;0;0;5;TRUE;4;0;999;30;90;90;1;3;3;3;3;;1;1;1;1;1;1;1;1;1;;;2.6;4.3;0;0.65;2.8;4.5;0;0.62;2.9;4.6;0;0.6;3.1;4.9;0;0.57;3.2;5;0;0.56;;12;26;9.8;36;8.2;43;16;109;21;185;;10.5;1155;11550;0;9;1675;24288;0;13.5;3234;61446;0;18;11550;271425;0;22.5;21945;614460;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;7.9;182.58;110;1.2;110;110;0;1;0;143;858;2288;4433;7293;38;114;0;2;228;684;0;2;608;1824;0;2;1178;3534;0;2;1938;5814;0;2;105;315;0;2;630;1890;0;2;1680;5040;0;2;3255;9765;0;2;5355;16065;0;2;1;1;100%;0;0.0435;23;4.35%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.4565;2;45.65%;1;;;;;100%;';';';';1;32.5%;0%;71.3%;0%;289.8333;0;-1;11.2%;29.6%;24.6%;64.8%;100;100;0;1.68%;13.3%;3.69%;29.2%;15;45;2;0.17%;2.22%;0.37%;4.86%;1.5;7.5;4;0.022%;0.53%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Acolyte/Acolyte_Fab;default;ai_acolyte;heal;AcolyteE_LaserHeal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teleport;Enclosure_Teleport;;;;;;;;;;;;;0;Acolyte_DieWithQueen;Acolyte_Shield;;0
;BomberLightningE;"Throws 3x bombs. Very fast";22BomberLightningE;2;1;;Elite;enemy;;;;Rng;;Nuk;;;;Mob;;;;;;;pBomb;#REF!;;;;;1 + 105s;;999;4.9;17.9;75%;167.4;72;0.43;2.3;5.2;0.6;0;0;0;TRUE;4;13;999;45;45;45;1;1;1;1;1;;0.75;1;1;1;1;1;1;1;1;;;4.4;6.3;0;0.44;4.7;6.6;0;0.41;4.9;6.9;0;0.4;5.2;7.2;0;0.38;5.5;7.5;0;0.36;;20;44;17;61;14;73;27;185;36;315;;17.85;1969;19690;0;9;2855;41398;0;13.5;5513;104747;0;18;19690;462715;0;22.5;37411;1047508;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;13;307.92;185;1.35;185;185;0;1;0;108;648;1728;3348;5508;35;105;0;2;210;630;0;2;560;1680;0;2;1085;3255;0;2;1785;5355;0;2;73;219;0;2;438;1314;0;2;1168;3504;0;2;2263;6789;0;2;3723;11169;0;2;1;1;100%;0;0.0733;14;7.33%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7698;1;76.98%;1;;;;;100%;';';';';1;54.9%;0%;71.3%;0%;289.8333;0;-1;18.9%;49.9%;24.6%;64.8%;100;100;0;2.84%;22.5%;3.69%;29.2%;15;45;2;0.28%;3.74%;0.37%;4.86%;1.5;7.5;4;0.038%;0.9%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Bomber/Bomber_Fab;cyanbrown;ai_bomber;bombs;BomberLightningE_ThrowBombs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;BomberMassE;"Throws 3x bombs. Very fast";22BomberMassE;2;1;;Elite;enemy;;;;Rng;;Nuk;;;;Mob;;;;;;;pBomb;#REF!;;;;;1 + 105s;;999;4.9;17.9;75%;128;64;0.5;2.3;5.2;0.6;0;0;0;TRUE;4;11;999;45;45;45;1;1;1;1;1;;0.75;1;1;1;1;1;1;1;1;;;4.4;6.3;0;0.44;4.7;6.6;0;0.41;4.9;6.9;0;0.4;5.2;7.2;0;0.38;5.5;7.5;0;0.36;;20;44;17;61;14;73;27;185;36;315;;17.85;1969;19690;0;9;2855;41398;0;13.5;5513;104747;0;18;19690;462715;0;22.5;37411;1047508;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;13;307.92;185;1.35;185;185;0;1;0;108;648;1728;3348;5508;35;105;0;2;210;630;0;2;560;1680;0;2;1085;3255;0;2;1785;5355;0;2;73;219;0;2;438;1314;0;2;1168;3504;0;2;2263;6789;0;2;3723;11169;0;2;1;1;100%;0;0.0733;14;7.33%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7698;1;76.98%;1;;;;;100%;';';';';1;54.9%;0%;71.3%;0%;289.8333;0;-1;18.9%;49.9%;24.6%;64.8%;100;100;0;2.84%;22.5%;3.69%;29.2%;15;45;2;0.28%;3.74%;0.37%;4.86%;1.5;7.5;4;0.038%;0.9%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Bomber/Bomber_Fab;fancyred;ai_bomber;bombs;BomberMassE_ThrowBombs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;BomberMineE;"Throws 3x bombs. Very fast";22BomberMineE;2;1;;Elite;enemy;;;;Rng;;Nuk;Con;;;Mob;;;;;;;pBomb;#REF!;;;;;1 + 105s;;999;4.9;17.9;75%;184;92;0.5;5.8;5.2;0.6;0;0;0;TRUE;4;13;999;45;45;45;1;1;1;1;1;;0.75;1;1;1;1;1;1;1;1;;;4.4;6.3;0;0.44;4.7;6.6;0;0.41;4.9;6.9;0;0.4;5.2;7.2;0;0.38;5.5;7.5;0;0.36;;20;44;17;61;14;73;27;185;36;315;;17.85;1969;19690;0;9;2855;41398;0;13.5;5513;104747;0;18;19690;462715;0;22.5;37411;1047508;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;13;307.92;185;1.35;185;185;0;1;0;108;648;1728;3348;5508;35;105;0;2;210;630;0;2;560;1680;0;2;1085;3255;0;2;1785;5355;0;2;73;219;0;2;438;1314;0;2;1168;3504;0;2;2263;6789;0;2;3723;11169;0;2;1;1;100%;0;0.0733;14;7.33%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7698;1;76.98%;1;;;;;100%;';';';';1;54.9%;0%;71.3%;0%;289.8333;0;-1;18.9%;49.9%;24.6%;64.8%;100;100;0;2.84%;22.5%;3.69%;29.2%;15;45;2;0.28%;3.74%;0.37%;4.86%;1.5;7.5;4;0.038%;0.9%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Bomber/Bomber_Fab;redblue;ai_bomber;bombs;BomberMineE_ThrowBombs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;BomberPoisonE;"Throws 3x bombs. Very fast";22BomberPoisonE;2;1;;Elite;enemy;;;;Rng;;;Con;;;Mob;;;;;;;pBomb;#REF!;;;;;1 + 105s;;999;4.9;17.9;75%;11.6;5.8;0.5;2.3;5.2;0.6;ppoisoned_6s;0;0;TRUE;4;13;999;45;45;45;1;1;1;1;1;;0.75;1;1;1;1;1;1;1;1;;;4.4;6.3;0;0.44;4.7;6.6;0;0.41;4.9;6.9;0;0.4;5.2;7.2;0;0.38;5.5;7.5;0;0.36;;20;44;17;61;14;73;27;185;36;315;;17.85;1969;19690;0;9;2855;41398;0;13.5;5513;104747;0;18;19690;462715;0;22.5;37411;1047508;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;13;307.92;185;1.35;185;185;0;1;0;108;648;1728;3348;5508;35;105;0;2;210;630;0;2;560;1680;0;2;1085;3255;0;2;1785;5355;0;2;73;219;0;2;438;1314;0;2;1168;3504;0;2;2263;6789;0;2;3723;11169;0;2;1;1;100%;0;0.0733;14;7.33%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7698;1;76.98%;1;;;;;100%;';';';';1;54.9%;0%;71.3%;0%;289.8333;0;-1;18.9%;49.9%;24.6%;64.8%;100;100;0;2.84%;22.5%;3.69%;29.2%;15;45;2;0.28%;3.74%;0.37%;4.86%;1.5;7.5;4;0.038%;0.9%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Bomber/Bomber_Fab;greenred;ai_bomber;bombs;BomberPoisonE_ThrowBombs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;BomberSmokeE;"Throws 3x bombs. Very fast";22BomberSmokeE;2;1;;Elite;enemy;;;;Rng;;;Con;;;Mob;;;;;;;pBomb;#REF!;;;;;1 + 105s;;999;4.9;17.9;75%;51.1;9.2;0.18;2.3;5.2;0.6;0;0;0;TRUE;4;13;999;45;45;45;1;1;1;1;1;;0.75;1;1;1;1;1;1;1;1;;;4.4;6.3;0;0.44;4.7;6.6;0;0.41;4.9;6.9;0;0.4;5.2;7.2;0;0.38;5.5;7.5;0;0.36;;20;44;17;61;14;73;27;185;36;315;;17.85;1969;19690;0;9;2855;41398;0;13.5;5513;104747;0;18;19690;462715;0;22.5;37411;1047508;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;13;307.92;185;1.35;185;185;0;1;0;108;648;1728;3348;5508;35;105;0;2;210;630;0;2;560;1680;0;2;1085;3255;0;2;1785;5355;0;2;73;219;0;2;438;1314;0;2;1168;3504;0;2;2263;6789;0;2;3723;11169;0;2;1;1;100%;0;0.0733;14;7.33%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7698;1;76.98%;1;;;;;100%;';';';';1;54.9%;0%;71.3%;0%;289.8333;0;-1;18.9%;49.9%;24.6%;64.8%;100;100;0;2.84%;22.5%;3.69%;29.2%;15;45;2;0.28%;3.74%;0.37%;4.86%;1.5;7.5;4;0.038%;0.9%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Bomber/Bomber_Fab;neonpurple;ai_bomber;bombs;BomberSmokeE_ThrowBombs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;CatE;"Fast-aiming ray";22CatE;2;1;;Elite;enemy;;;;Rng;;;Con;;;Mob;;;;;;;pCat;#REF!;;;;;3 + 15s;;999;2.7;11.9;75%;13.5;5.8;0.86;0.06;0;0;0;0;1;TRUE;4;2;999;45;45;135;1;1;1;1;3;;1;1;1;1;1;1;1;1;1;;;2.40651;4;0;0.68;2.6;4.3;0;0.65;2.7;4.4;0;0.63;2.8;4.5;0;0.62;3;4.8;0;0.59;;13;29;11;40;9.3;49;18;123;24;210;;11.9;1309;13090;0;9;1898;27521;0;13.5;3665;69635;0;18;13090;307615;0;22.5;24871;696388;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;8.9;280.55;168;1.23;168;168;0;1;0;43;258;688;1333;2193;14;42;0;2;84;252;0;2;224;672;0;2;434;1302;0;2;714;2142;0;2;29;87;0;2;174;522;0;2;464;1392;0;2;899;2697;0;2;1479;4437;0;2;1;1;100%;0;0.0668;15;6.68%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7014;1;70.14%;1;;;;;100%;';';';';1;50%;0%;71.3%;0%;289.8333;0;-1;17.3%;45.5%;24.6%;64.8%;100;100;0;2.59%;20.5%;3.69%;29.2%;15;45;2;0.26%;3.41%;0.37%;4.86%;1.5;7.5;4;0.034%;0.82%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/CatWarrior/CatWarrior_Fab;default;ai_cat;laser;CatE_Laser;jump;CatE_Jump;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;CatFrostE;"Freeze ray";22CatFrostE;2;1;;Elite;enemy;;;;Rng;DPS;;Con;Dis;;;;;;;;;pCat;#REF!;;;;;3 + 15s;;999;2.7;11.9;75%;27;5.8;0.86;0.09;0;0;pchilled_4_6%;0;3;TRUE;4;4;999;45;45;135;1;1;1;1;3;;1;1;1;1;1;1;1;1;1;;;2.40651;4;0;0.68;2.6;4.3;0;0.65;2.7;4.4;0;0.63;2.8;4.5;0;0.62;3;4.8;0;0.59;;13;29;11;40;9.3;49;18;123;24;210;;11.9;1309;13090;0;9;1898;27521;0;13.5;3665;69635;0;18;13090;307615;0;22.5;24871;696388;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;8.9;280.55;168;1.23;168;168;0;1;0;54;324;864;1674;2754;16;48;0;2;96;288;0;2;256;768;0;2;496;1488;0;2;816;2448;0;2;38;114;0;2;228;684;0;2;608;1824;0;2;1178;3534;0;2;1938;5814;0;2;1;1;100%;0;0.0668;15;6.68%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7014;1;70.14%;1;;;;;100%;';';';';1;50%;0%;71.3%;0%;289.8333;0;-1;17.3%;45.5%;24.6%;64.8%;100;100;0;2.59%;20.5%;3.69%;29.2%;15;45;2;0.26%;3.41%;0.37%;4.86%;1.5;7.5;4;0.034%;0.82%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/CatWarrior/CatWarrior_Fab;purplenight;ai_cat;laser;CatFrostE_Laser;jump;CatE_Jump;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;CatLightningE;"Loads up 0.1s lightning ray. Fast load up";22CatLightningE;2;1;;Elite;enemy;;;;Rng;;Nuk;;;;;;;;;;;pCat;#REF!;;;;;3 + 15s;;999;2.7;11.9;75%;15.8;22;1.39;0.09;0;0;0;0;0;TRUE;4;5;999;45;45;135;1;1;1;1;3;;1;1;1;1;1;1;1;1;1;;;2.40651;4;0;0.68;2.6;4.3;0;0.65;2.7;4.4;0;0.63;2.8;4.5;0;0.62;3;4.8;0;0.59;;13;29;11;40;9.3;49;18;123;24;210;;11.9;1309;13090;0;9;1898;27521;0;13.5;3665;69635;0;18;13090;307615;0;22.5;24871;696388;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;8.9;280.55;168;1.23;168;168;0;1;0;54;324;864;1674;2754;16;48;0;2;96;288;0;2;256;768;0;2;496;1488;0;2;816;2448;0;2;38;114;0;2;228;684;0;2;608;1824;0;2;1178;3534;0;2;1938;5814;0;2;1;1;100%;0;0.0668;15;6.68%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7014;1;70.14%;1;;;;;100%;';';';';1;50%;0%;71.3%;0%;289.8333;0;-1;17.3%;45.5%;24.6%;64.8%;100;100;0;2.59%;20.5%;3.69%;29.2%;15;45;2;0.26%;3.41%;0.37%;4.86%;1.5;7.5;4;0.034%;0.82%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/CatWarrior/CatWarrior_Fab;whitespectral;ai_cat;laser;CatLightningE_Laser;jump;CatE_Jump;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;EfreetDarkE;"Sends pull-in blackhole bolts";22EfreetDarkE;2;1;;Elite;enemy;;;Ini;;DPS;;Con;;;Mob;;;;;;;pEfre;#REF!;;;;;1 + 105s;;999;5.6;22.6;75%;59.7;40;0.67;0.78;0;0;0;0;0;TRUE;4;7;999;45;45;45;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;;;4.99128;6.9;0;0.39;5.3;7.3;0;0.38;5.6;7.6;0;0.36;5.9;7.9;0;0.34;6.2;8.2;0;0.33;;25;56;21;77;18;92;34;234;45;398;;22.61;2486;24860;0;9;3605;52273;0;13.5;6961;132259;0;18;24860;584210;0;22.5;47234;1322552;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;17;328.45;197;1.44;197;197;0;1;0;57;342;912;1767;2907;16;48;0;2;96;288;0;2;256;768;0;2;496;1488;0;2;816;2448;0;2;41;123;0;2;246;738;0;2;656;1968;0;2;1271;3813;0;2;2091;6273;0;2;1;1;100%;0;0.0782;13;7.82%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.8211;1;82.11%;1;;;;;100%;';';';';1;0%;0%;0%;0%;0;0;-1;25.9%;25.9%;31.5%;31.5%;31.5;31.5;0;61%;61%;61%;61%;61;61;0;6.25%;6.25%;6.25%;6.25%;6.25;6.25;0;1.25%;1.25%;1.25%;1.25%;1.25;1.25;0;0%;0%;0%;0%;0;0;0;100;100;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Efreet/EfreetDark_Fab;redpurpledemonic;ai_melee;slash;EfreetDarkE_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;EfreetE;;22EfreetE;2;1;;Elite;enemy;;;Ini;;DPS;;;;;Mob;;;;;;;pEfre;#REF!;;;;;1 + 105s;;999;3.8;11;75%;31.7;40;1.26;0.78;0;0.3;0;0;0;TRUE;4;0;999;45;45;45;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;;;3.38694;5.2;0;0.53;3.6;5.4;0;0.51;3.8;5.7;0;0.49;4;5.9;0;0.47;4.2;6.1;0;0.45;;12;27;10;37;8.6;45;16;114;22;194;;10.71;1210;12100;0;9;1755;25448;0;13.5;3388;64372;0;18;12100;284350;0;22.5;22990;643720;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;8.3;275.99;166;1.21;166;166;0;1;0;42;252;672;1302;2142;12;36;0;2;72;216;0;2;192;576;0;2;372;1116;0;2;612;1836;0;2;30;90;0;2;180;540;0;2;480;1440;0;2;930;2790;0;2;1530;4590;0;2;1;1;100%;0;0.0657;15;6.57%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.69;1;69%;1;;;;;100%;';';';';1;49.2%;0%;71.3%;0%;289.8333;0;-1;17%;44.7%;24.6%;64.8%;100;100;0;2.55%;20.1%;3.69%;29.2%;15;45;2;0.26%;3.35%;0.37%;4.86%;1.5;7.5;4;0.034%;0.81%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Efreet/Efreet_Fab;darkred;ai_melee;slash;EfreetE_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
