n/a;code;type;class;specific;#desc;minrar;maxrar;ca1;ca1%;ca2;ca2%;ca3;ca3%;ca4;ca4%;eol;fa1;fa2;fa3;fa4;fa5;fa6;fa7;fa8;eol;#sum;bv1%;w1|1;a1|1;w1|2;a1|2;w1|3;a1|3;eol;bv2%;w2|1;a2|1;eol;bv3%;w3|1;a3|1;w3|2;a3|2;w3|3;a3|3;eol;da;#dif;#est;#est;#dps;#dmgr;mind;maxd;#avgd;at;#at%;are;tgt;rng;#rng%;vlc;kbk;pnc;bnc;cnt;ang;pts;eol;invart;envart;picksfx;dropsfx
;Head_Kabuto_02;head;heavy;none;;brok;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;e;;0;1.5;0.75;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_Kabuto_02_Spr;Items/ItemsEnv/Head_Hood_01_Spr;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop
;Head_KabutoSkull_01;head;heavy;none;;epic;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;e;;0;1.7;0.85;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_KabutoSkull_01_Spr;Items/ItemsEnv/Head_Hood_01_Spr;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop
;Head_KabutoSkull_02;head;heavy;none;;rare;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;e;;0;1.7;0.85;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_KabutoSkull_02_Spr;Items/ItemsEnv/Head_Hood_01_Spr;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop
;Head_KabutoSkull_03;head;heavy;none;;rare;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;e;;0;1.7;0.85;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_KabutoSkull_03_Spr;Items/ItemsEnv/Head_Hood_01_Spr;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop
;Head_KabutoSkull_04;head;heavy;none;;epic;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;e;;0;1.7;0.85;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_KabutoSkull_04_Spr;Items/ItemsEnv/Head_Hood_01_Spr;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop
;Head_Mask_01;head;light;none;;brok;immo;;;;;;;;;0;a;;;;;;;;0;0.7;0.35;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_Mask_01_Spr;Items/ItemsEnv/Head_Light_01_Spr;Item_Ceramic_Pick;Item_Ceramic_Drop
;Head_MaskElite_01;head;light;none;;rare;immo;;;;;;;;;0;a;;;;;;;;0;0.7;0.35;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_MaskElite_01_Spr;Items/ItemsEnv/Head_Light_01_Spr;Item_Ceramic_Pick;Item_Ceramic_Drop
;Head_MaskElite_02;head;light;none;;rare;immo;;;;;;;;;0;a;;;;;;;;0;0.7;0.35;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_MaskElite_02_Spr;Items/ItemsEnv/Head_Light_01_Spr;Item_Ceramic_Pick;Item_Ceramic_Drop
;Head_MaskElite_03;head;light;none;;epic;immo;;;;;;;;;0;a;;;;;;;;0;0.7;0.35;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_MaskElite_03_Spr;Items/ItemsEnv/Head_Light_01_Spr;Item_Ceramic_Pick;Item_Ceramic_Drop
;Head_MaximilianHelm_01;head;heavy;none;;brok;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;e;;0;1.8;0.9;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_MaximilianHelm_01_Spr;Items/ItemsEnv/Head_Heavy_01_Spr;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop
;Head_Ninja_01;head;light;none;;brok;immo;;;;;;;;;0;a;;;;;;;;0;1;0.5;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_Ninja_01_Spr;Items/ItemsEnv/Head_Light_01_Spr;Item_Hood_Pick;Item_Hood_Drop
;Head_Ninja_02;head;light;none;;brok;immo;;;;;;;;;0;a;;;;;;;;0;1;0.5;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_Ninja_02_Spr;Items/ItemsEnv/Head_Light_01_Spr;Item_Hood_Pick;Item_Hood_Drop
;Head_Plate_01;head;heavy;Knight;;brok;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;e;;0;2;1;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_Plate_01_Spr;Items/ItemsEnv/Head_Heavy_01_Spr;Item_Helmet_Pick;Item_Helmet_Drop
;Head_Plate_02;head;heavy;Knight;;brok;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;e;;0;2;1;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_Plate_02_Spr;Items/ItemsEnv/Head_Heavy_01_Spr;Item_Helmet_Pick;Item_Helmet_Drop
;Head_Plate_03;head;heavy;Knight;;brok;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;e;;0;2;1;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_Plate_03_Spr;Items/ItemsEnv/Head_Heavy_01_Spr;Item_Helmet_Pick;Item_Helmet_Drop
;Head_ShamanSkull_01;head;medium;none;;brok;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;;;0;0.9;0.45;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_ShamanSkull_01_Spr;Items/ItemsEnv/Head_Medium_01_Spr;Item_Bone_Pick;Item_Bone_Drop
;Head_ShamanSkull_02;head;medium;none;;brok;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;;;0;0.9;0.45;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_ShamanSkull_02_Spr;Items/ItemsEnv/Head_Medium_01_Spr;Item_Bone_Pick;Item_Bone_Drop
;Head_Stetchhelm_01;head;heavy;Knight;;rare;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;e;;0;2;1;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_Stetchhelm_01_Spr;Items/ItemsEnv/Head_Heavy_01_Spr;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop
;Head_StrawBasket_01;head;light;none;;brok;comm;;;;;;;;;0;a;;;;;;;;0;0.3;0.15;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_StrawBasket_01_Spr;Items/ItemsEnv/Head_Light_01_Spr;Item_Hood_Pick;Item_Hood_Drop
;Head_StrawHat_01;head;light;Assassin;;brok;rare;;;;;;;;;0;a;;;;;;;;0;0.3;0.15;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_StrawHat_01_Spr;Items/ItemsEnv/Head_Light_01_Spr;Item_Hood_Pick;Item_Hood_Drop
;Head_Veil_01;head;light;none;;epic;immo;;;;;;;;;0;a;;;;;;;;0;0.4;0.2;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_Veil_01_Spr;Items/ItemsEnv/Head_Light_01_Spr;Item_Hood_Pick;Item_Hood_Drop
;Head_Veil_02;head;light;none;;epic;immo;;;;;;;;;0;a;;;;;;;;0;0.4;0.2;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_Veil_02_Spr;Items/ItemsEnv/Head_Light_01_Spr;Item_Hood_Pick;Item_Hood_Drop
;Head_BronzeHelm_01;head;medium;none;;brok;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;;;0;1.5;0.75;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_BronzeHelm_01_Spr;Items/ItemsEnv/Head_Medium_01_Spr;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop
;Head_BronzeHelm_02;head;medium;none;;brok;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;;;0;1.5;0.75;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_BronzeHelm_02_Spr;Items/ItemsEnv/Head_Medium_01_Spr;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop
;Head_VikingHelm_01;head;medium;none;;brok;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;;;0;1.3;0.65;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_VikingHelm_01_Spr;Items/ItemsEnv/Head_Medium_01_Spr;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop
;Head_VikingHelm_02;head;medium;none;;comm;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;;;0;1.3;0.65;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_VikingHelm_02_Spr;Items/ItemsEnv/Head_Medium_01_Spr;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop
;Head_VikingHelmElite_01;head;medium;none;;epic;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;;;0;1.3;0.65;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_VikingHelmElite_01_Spr;Items/ItemsEnv/Head_Medium_01_Spr;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop
;Head_WarlordHelmElite_01;head;heavy;Barbarian;;epic;immo;;;;;;;;;0;v%;ang%;acnt;apnc;abnc;arng%;e;;0;1.8;0.9;1;a;;;;;0;;;;0;;;;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Head_WarlordHelmElite_01_Spr;Items/ItemsEnv/Head_Heavy_01_Spr;Item_Armor_Plate_Pick;Item_Armor_Plate_Drop
;Jewl_BasicRed_01;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicRed_01_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicRed_02;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicRed_02_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicRed_03;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicRed_03_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicRed_04;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicRed_04_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicRed_05;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicRed_05_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicRed_06;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicRed_06_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicRed_07;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicRed_07_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicRed_08;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicRed_08_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicOrange_01;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicOrange_01_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicOrange_02;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicOrange_02_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicOrange_03;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicOrange_03_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicOrange_04;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicOrange_04_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicOrange_05;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicOrange_05_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicOrange_06;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicOrange_06_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicOrange_07;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicOrange_07_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicOrange_08;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicOrange_08_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicYellow_01;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicYellow_01_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicYellow_02;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicYellow_02_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicYellow_03;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicYellow_03_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicYellow_04;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicYellow_04_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicYellow_05;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicYellow_05_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicYellow_06;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicYellow_06_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicYellow_07;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicYellow_07_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicYellow_08;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicYellow_08_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicGreen_01;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicGreen_01_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicGreen_02;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicGreen_02_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicGreen_03;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicGreen_03_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicGreen_04;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicGreen_04_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicGreen_05;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicGreen_05_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicGreen_06;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicGreen_06_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicGreen_07;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicGreen_07_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicGreen_08;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicGreen_08_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicCyan_01;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicCyan_01_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicCyan_02;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicCyan_02_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicCyan_03;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicCyan_03_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicCyan_04;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicCyan_04_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicCyan_05;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicCyan_05_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicCyan_06;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicCyan_06_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicCyan_07;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicCyan_07_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicCyan_08;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicCyan_08_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlue_01;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlue_01_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlue_02;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlue_02_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlue_03;jewl;none;none;;epic;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlue_03_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlue_04;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlue_04_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlue_05;jewl;none;none;;rare;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlue_05_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
;Jewl_BasicBlue_06;jewl;none;none;;brok;immo;;;;;;;;;0;;;;;;;;;0;2;;;;;;;;0;;;;0;1;1;mse%;;;;;0;d%;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Jewl_BasicBlue_06_Spr;Items/ItemsEnv/Jewl_01_Spr;Item_Jewel_Pick;Item_Jewel_Drop
